"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"YAL043C",22.0181012642811,1.43572278169419,1.64309877531289,0.873789697409265,0.382232792106559,0.999436863219939,"YAL043C"
"YAL044C",57.4710941233035,-0.325506429012934,0.797888093278952,-0.407960003106767,0.683303039405803,0.999436863219939,"YAL044C"
"YAL046C",7.64512180993052,0.13269546136319,1.46728132011018,0.0904362779955692,0.927940529122007,0.999436863219939,"YAL046C"
"YAL047C",4.87149831882506,1.97463137396409,2.17885901961646,0.906268536048599,0.364793734943846,0.999436863219939,"YAL047C"
"YAL048C",2.30360945411962,-0.277417874661124,3.4794436876833,-0.0797305257858148,0.936451580664521,0.999436863219939,"YAL048C"
"YAL049C",27.6121667378275,-0.850034099585149,1.4396047442663,-0.590463530334064,0.55487992903568,0.999436863219939,"YAL049C"
"YAL051W",30.4618779672316,-1.41877143869186,2.15882554026198,-0.657195967081106,0.511054918409316,0.999436863219939,"YAL051W"
"YAL053W",13.5356564631839,-0.861686993360643,2.05258021742462,-0.4198067320564,0.674626646557257,0.999436863219939,"YAL053W"
"YAL054C",1.72422590115422,-0.939617198603666,2.90724248950314,-0.323198770655092,0.746544711866337,0.999436863219939,"YAL054C"
"YAL055W",0.921607467818922,-2.42050947099028,2.78461324193319,-0.869244401534865,0.384713466065741,0.999436863219939,"YAL055W"
"YAL056W",56.8885371993584,2.08295532196918,2.00150509503758,1.04069448892913,0.298017361785622,0.999436863219939,"YAL056W"
"YAL058W",4.16517849325705,-1.61030127110104,3.21190791863243,-0.501353498261767,0.616122360538837,0.999436863219939,"YAL058W"
"YAL059W",2.68665246340091,0.490613934542624,2.02346004526069,0.242462872292305,0.808421522263329,0.999436863219939,"YAL059W"
"YAL060W",94.8870403499297,0.128852953400622,1.16818467304841,0.11030186953607,0.912169974637535,0.999436863219939,"YAL060W"
"YAL061W",66.5451717322994,1.08773223257834,1.54521065895504,0.703937826389266,0.481471493489412,0.999436863219939,"YAL061W"
"YAL062W",41.1289003953389,-0.00301221458783783,1.71510911201531,-0.00175628160723744,0.998598690741559,0.999436863219939,"YAL062W"
"YAL063C",15.0421506845333,3.70040201153185,2.62499103932243,1.40968176885168,0.158633670331348,0.999436863219939,"YAL063C"
"YAL066W",0.0595656881362765,0.461234353129291,5.07085675729683,0.0909578746166685,0.927526063435239,0.999436863219939,"YAL066W"
